"mytestdate","var","coef","CI_lwr","CI_upr","modelname","proj"
"19140","scaled_case_lag1","0.985006842809988","0.874596431790416","1.09541725382956","lm","5"
"19140","ct_sm_7_lag6","-0.0250622798365159","-0.236320835175474","0.186196275502442","lm","5"
"19140","(Intercept)","-0.0808028127723935","-0.84014993891083","0.678544313366043","lm","6"
"19140","temperature_lag7","0.0162168325472818","-0.0538210739563811","0.0862547390509447","lm","6"
"19140","carbon_monoxide_lag1","-0.0110834026865925","-0.0605728486483295","0.0384060432751444","lm","6"
"19140","GovernmentResponseIndex_WeightedAverage_lag1","0.000769976961967579","-0.0789806918044653","0.0805206457284005","lm","6"
"19140","scaled_case_lag1","1.0000360003838","0.88835391358649","1.1117180871811","lm","6"
"19140","ct_sm_7_lag5","-0.010857810744245","-0.223239744104077","0.201524122615587","lm","6"
"19140","(Intercept)","-0.0522239856174879","-0.808395555220812","0.703947583985836","lm","7"
"19140","temperature_lag6","0.0128210193467366","-0.0566211999074785","0.0822632386009518","lm","7"
"19140","carbon_monoxide_lag1","-0.0148298100208664","-0.0636229599232267","0.0339633398814939","lm","7"
"19140","GovernmentResponseIndex_WeightedAverage_lag1","0.00550824753151986","-0.07515660091772","0.0861730959807597","lm","7"
"19140","scaled_case_lag1","0.995473053467631","0.884126266056588","1.10681984087867","lm","7"
"19140","ct_sm_7_lag4","-0.0145981844196681","-0.22728131979268","0.198084950953343","lm","7"
"19140","(Intercept)","0.0049371950531346","-0.751642686719934","0.761517076826203","lm","8"
"19140","temperature_lag5","0.0103786665136263","-0.0594480354549998","0.0802053684822524","lm","8"
"19140","carbon_monoxide_lag7","0.00199434654668732","-0.0466662186297195","0.0506549117230942","lm","8"
"19140","GovernmentResponseIndex_WeightedAverage_lag1","0.012275105928982","-0.0716160864631318","0.0961662983210959","lm","8"
"19140","scaled_case_lag1","0.986722681901483","0.875171131604201","1.09827423219876","lm","8"
"19140","ct_sm_7_lag3","-0.0202599971659195","-0.23703661697913","0.196516622647291","lm","8"
"19140","(Intercept)","0.0956282111365979","-0.626927066137829","0.818183488411025","lm","9"
"19140","temperature_lag4","0.0120195749625942","-0.0540513850668502","0.0780905349920386","lm","9"
"19140","carbon_monoxide_lag6","-0.00485485539036267","-0.0510352522914344","0.041325541510709","lm","9"
"19140","GovernmentResponseIndex_WeightedAverage_lag1","0.0123093858809627","-0.0673919181551952","0.0920106899171205","lm","9"
"19140","scaled_case_lag1","0.972278907987496","0.865586403751132","1.07897141222386","lm","9"
"19140","ct_sm_7_lag2","-0.0426139837554674","-0.249186520074603","0.163958552563668","lm","9"
"19140","(Intercept)","0.163317633002149","-0.57604472747861","0.902679993482908","lm","10"
"19140","temperature_lag3","0.0109085247415465","-0.0549783625796178","0.0767954120627109","lm","10"
"19140","carbon_monoxide_lag5","-0.00255239677647198","-0.0486649614170961","0.0435601678641522","lm","10"
"19140","GovernmentResponseIndex_WeightedAverage_lag1","0.0131981544780435","-0.0665185569102048","0.0929148658662918","lm","10"
"19140","scaled_case_lag1","0.961917536987516","0.852533696189733","1.0713013777853","lm","10"
"19140","ct_sm_7_lag1","-0.0588111940561083","-0.269008446644282","0.151386058532065","lm","10"
"19140","(Intercept)","0.231981642968275","-0.515830660520968","0.979793946457517","lm","11"
"19140","temperature_lag2","0.0119709787323995","-0.0540252107995261","0.0779671682643251","lm","11"
"19140","carbon_monoxide_lag4","-0.00161307138063509","-0.0480514592656482","0.0448253165043781","lm","11"
"19140","GovernmentResponseIndex_WeightedAverage_lag1","0.0130795683760645","-0.0671394308706216","0.0932985676227506","lm","11"
"19140","scaled_case_lag1","0.951245876595469","0.839927547052618","1.06256420613832","lm","11"
"19140","ct_sm_7_lag1","-0.0788645218076737","-0.294357949785799","0.136628906170452","lm","11"
"19140","(Intercept)","0.047844660484621","-0.728078880869292","0.823768201838534","lm","12"
"19140","temperature_lag1","0.00848144945772291","-0.0603139365139616","0.0772768354294074","lm","12"
"19140","carbon_monoxide_lag3","-0.0041820414399081","-0.0519158770827264","0.0435517942029102","lm","12"
"19140","GovernmentResponseIndex_WeightedAverage_lag1","0.0173910133172389","-0.0640244232344914","0.0988064498689691","lm","12"
"19140","scaled_case_lag1","0.978578731637101","0.862351441534014","1.09480602174019","lm","12"
"19140","ct_sm_7_lag1","-0.022400629976986","-0.248135356731122","0.20333409677715","lm","12"
